time,geotop_surface_water,geotop_soilwater,geotop_unsat_soilwater,geotop_groundwt_soilwater,geotop_qsub_outlet,geotop_qsup_outlet
0,0.0745894386148575,102.753539513554,15.39561338773,87.3579261258245,NA,2.162758761869e-06
180,0.202838018400827,103.23981663879,15.1483655035123,88.0914511352778,NA,1.23143421902178e-05
360,0.353574558270356,103.646968789771,15.116142648831,88.5308261409402,NA,4.84703041477261e-05
540,0.511712008942231,103.989868812356,15.1621176675893,88.8277511447668,NA,9.39775094355546e-05
720,0.676188614269045,104.287017306611,15.1632661580294,89.1237511485815,NA,0.000124409840949374
900,0.842505357576398,104.554911993425,15.1684608414583,89.3864511519671,NA,0.00022694990244987
1080,1.00451080114322,104.802380007282,15.1809788522869,89.621401154995,NA,0.000350952749305212
1260,1.15786234063632,105.032457234133,15.2047810764797,89.8276761576533,NA,0.000501916132157601
1440,1.29969428363465,105.246371535212,15.2679203756154,89.9784511595964,NA,0.000659757581389201
1620,1.42911852249368,105.444892971776,15.2869918098673,90.1579011619091,NA,0.00083627621024965
1800,1.54580325938172,105.629189188499,15.3260630247183,90.3031261637807,NA,0.000999236142568614
1980,1.64991162501418,105.801018153895,15.3563669882901,90.4446511656046,NA,0.00116394061167541
2160,1.74390963017597,105.962356041074,15.3882048738003,90.5741511672735,NA,0.00128890819140717
2340,1.82781714444173,106.115033376347,15.4058322073333,90.709201169014,NA,0.00144410342203196
2520,1.90295689997138,106.260479964297,15.4217787936144,90.8387011706829,NA,0.00157254509175245
2700,1.96874588510726,106.399900041949,15.4196738694422,90.9802261725068,NA,0.00171309291215683
2880,1.94150725558487,106.364482120629,17.6495809773169,88.7149011433125,NA,0.00149840130241333
3060,1.78620647105284,106.144887080472,18.4447109502368,87.7001761302352,NA,0.00110243471407097
3240,1.65535774092737,105.999371269532,18.4444201411679,87.5549511283636,NA,0.000874760067303196
3420,1.54413380428485,105.888013300505,18.4246371733211,87.4633761271835,NA,0.000712229088165435
3600,1.44758133549313,105.79751418002,18.3924130535871,87.4051011264324,NA,0.000583893338691197
3780,1.36495852308068,105.721292090639,18.3938909652084,87.3274011254311,NA,0.000468665889905494
3960,1.29273749141023,105.655516960882,18.3567908358201,87.2987261250615,NA,0.000382680922697601
4140,1.22857992744329,105.597715590727,18.3544894663803,87.2432261243463,NA,0.000332569939940236
4320,1.17113828941993,105.546245046929,18.3427939230949,87.2034511238337,NA,0.000272377122211903
4500,1.12000966939377,105.499905882776,18.298304758966,87.2016011238098,NA,0.000219984960676021
4680,1.07453770759236,105.457782080546,18.3089059574157,87.1488761231303,NA,0.000186098537137255
4860,1.03291587666888,105.41921556972,18.2795894467086,87.1396261230111,NA,0.000155618836714606
5040,0.995000543639064,105.383667708952,18.2939915865846,87.0896761223674,NA,0.000126780673964457
5220,0.9604952082932,105.350740411151,18.2666142888553,87.0841261222959,NA,0.000104373971529694
5400,0.928718932790682,105.320107110161,18.2322809878178,87.0878261223435,NA,8.52045595043406e-05
5580,0.899496537384577,105.291472080443,18.2508209587075,87.0406511217356,NA,6.58137710732063e-05
5760,0.872439492624253,105.264613810927,18.2285876892507,87.036026121676,NA,5.45600951828063e-05
5940,0.847085001979023,105.23933897119,18.217187849693,87.0221511214972,NA,4.13168868411706e-05
6120,0.823510461430869,105.215470783506,18.1877696619369,87.0277011215687,NA,3.10627594770212e-05
6300,0.801690287891775,105.19283862086,18.181787499506,87.0110511213541,NA,2.10726366717567e-05
6480,0.781240637107054,105.171372029781,18.1695709085464,87.0018011212349,NA,1.39438496254102e-05
6660,0.761847597133368,105.150954989679,18.163953868635,86.9870011210442,NA,7.85467632837259e-06
6840,0.743519871425815,105.13150467623,18.1657785554603,86.96572612077,NA,1.92683509721445e-06
7020,0.726104211610043,105.112919985913,18.1462688651308,86.9666511207819,NA,0
7200,0.708963222500868,105.095131746121,18.1460556255653,86.9490761205554,NA,0
